,text,sentiment,comment_clean
1471, Chất lượng sản phẩm kém bỉm thấm hút kém như bỉm giả ý bé đái tý đã trĩu bỉm ko thấm đều thậm chí ngấm nước tiểu ra quần nếu ị thì hai mép bỉm tràn ra quần mép bỉm ko ôm ,0,chất_lượng sản_phẩm kém bỉm thấm hút kém như bỉm giả ý bé đái tý trĩu bỉm không thấm ngấm nước_tiểu quần ỉa hai mép bỉm tràn quần mép bỉm không ôm
1472,Hàng hóa trầy xước vỡ lát,0,hàng_hóa trầy_xước vỡ lát
1473, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh...đã mua 10 đôi rồi nha cả nhà ..giầy mang rất thoải mái..đi êm chân.chúc shop buôn may bán đắt nhé...,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tốt tiền giao hàng nhanh mua 10 đôi rồi giày mang thoải_mái đi êm chân chúc shop buôn may bán đắt
1474,Đã nhận được hàng. Thời gian giao hàng nhanh. Shop còn lịch sự để lại tờ cảm ơn đã mua hàng.,1,được hàng giao hàng nhanh shop lịch_sự tờ mua hàng
1475,Giày may đẹp êm chân da cũng được. ,1,giày may đẹp êm chân da được
1476, Đóng gói sản phẩm rất kém đường vỡ vụn,0,đóng_gói sản_phẩm kém đường vỡ vụn
1477,không có quà là cái ly dù mình mua 2 gói 180k thất vọng !!!!,0,không quà ly dù mua 2 gói 180 k thất_vọng
1478,Hàng đẹp như hình luôn.Sẽ còn quay lại,1,hàng đẹp như hình
1479,"""Mình thích xài hãng này,nhưng sao nó rơi vào tay Trung Quốc ?Chắc mình KHÔNG từ đây.""",0,thích xài hãng rơi trung quốc không
1480,Ko ngon như mong muốn,1,không ngon như mong_muốn
1481,Sạc nhanh không bị nóng như cái cũ. Sạc s7e 1h30p đầy. Hàng ngon,1,sạc nhanh không nóng như cũ sạc s7e 1 h30p hàng ngon
1482,Xinh lắm. Mỗi tội shop đánh size e không chuẩn lắm. Bị hơi bé,1,xinh lắm tội shop đánh size không chuẩn lắm hơi bé
1483, Đóng gói sản phẩm phải nói là cực kì chắc chắn Thời gian giao hàng siêu nhanhmáy quay thử khá ổnhi vọng là bền  Shop phục vụ rất tốt,1,đóng_gói sản_phẩm phải cực_kì giao hàng siêu nhanhmáy thử ổnhi vọng bền shop phục_vụ tốt
1484,"Cho 1 sao vì đặt chuột mã 110x nhưng lại giao 110Chat k trả lời
Chẳnv lẽ có mấy chục mà trả hàng",0,cho 1 đặt chuột mã 110 x giao 110 chat không trả_lời chẳnv lẽ mấy chục hàng
1485,Sản phẩm nhỏ quá để nghị shop ghi kích thước sp rõ ràng,0,sản_phẩm nghị shop ghi kích_thước sản_phẩm rõ_ràng
1486, Chất lượng sản phẩm tuyệt vời giá lại quá rẻ lại có cả quà kèm theo nữa shop thật là chu đáo!  Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền,1,chất_lượng sản_phẩm tuyệt_vời giá rẻ quà kèm shop chu_đáo đóng_gói sản_phẩm đẹp tiền
1487,Giảm giá mà lại lấy lại bỉm khuyễn mãi hãng cho Thời gian giao hàng rất nhanh,1,giảm_giá bỉm khuyễn mãi hãng cho giao hàng nhanh
1488,"""i5 plus thì nghe bảo chống nước chán bạn ah, mình mới lấy con x6s mà mới 2 ngày bị hở mặt kính, đang gửi lại ra xem bên tcs trả lời thế nào.""",0,i5 cộng bảo chống chán ah x6s 2 hở mặt kính gửi tcs trả_lời
1489,Tẩy trang bị bể,0,tẩy_trang_bị bể
1490, Đóng gói sản phẩm rất đẹp và chă´c. Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,1,đóng_gói sản_phẩm đẹp chă c shop phục_vụ tốt giao hàng nhanh
1491,Chúng ta có không ít giải pháp để đảm bảo an toàn mà vẫn giữ nguyên vẻ thơ mộng của Cầu Long Biên .,0,không giải_pháp an_toàn nguyên_vẻ thơ_mộng cầu long_biên
1492,Chất lượng OK  Hàng đẹp giá đẹp ,1,chất_lượng được hàng đẹp giá đẹp
1493,Đáng từng đồng,1,đồng
1494,"Thật sự nhu cầu sử dụng của mỗi người 1 khác , người thì đam mê công nghệ , người thích phô trương mà kinh tế thì không có khả năng .",1,nhu_cầu 1 đam_mê công_nghệ thích phô_trương kinh_tế không khả_năng
1495,Mua ở Cỏ nhiều lần rồi k lần nào làm mình thất vọng ht.  Chất lượng sản phẩm tuyệt vời.  Rất đáng tiền.  Thời gian giao hàng rất nhanh.  Sẽ ủg hộ dài dài,1,mua cỏ nhiều lần rồi không lần thất_vọng ht chất_lượng sản_phẩm tuyệt_vời tiền giao hàng nhanh ủg hộ
1496,Shop bán hàng đã không trung thực. Quảng cáo là giày quân đội nhưng thực tế là không đúng. Tôi đã mua nhưng đều không sử dụng được vì không đúng ý mình (thích giày quân đội),0,shop bán hàng không_trung_thực quảng_cáo giày quân_đội không đúng mua không được không đúng thích giày quân_đội
1497, Đóng gói sản phẩm rất đẹp và chắc chắnsản phẩm tốt đáng giá tiền nhưng giao hàng hơi lâu. ,1,đóng_gói sản_phẩm đẹp chắnsản phẩm tốt đáng_giá tiền giao hàng hơi lâu
1498,Sản phẩm tốt sóng ổn định.k biết lâu dài thế nào.Vẩn ủng hộ shop,1,sản_phẩm tốt sóng ổn_định không biết lâu_dài ủng_hộ shop
1499,Giao thiếu hàng cho e ạ T.#,1,giao hàng cho tao
1500,Sản phâm quá tệ giao hàng lộn mà còn không chịu trách nhiệm còn kêu khách vất đôi giày đi.  Chất lượng sản phẩm rất kém ,0,sản phâm tệ giao hàng lộn mà còn không_trách_nhiệm kêu khách vất đôi giày đi chất_lượng sản_phẩm kém
1501,Không như ảnh chụp giá đắc hơn các sản phẩm cùng loại khác,0,không như ảnh chụp giá đắc hơn sản_phẩm
1502,2 chiếc cùng một sz mà chiếc vừa chiếc K vừa 😢😢😢😢😢 chán quá ,0,2 một size không chán
1503, Chất lượng sản phẩm rất kém Shop phục vụ rất kém Shop phục vụ rất kém Shop phục vụ rất kém Shop phục vụ rất kém Shop phục vụ rất kém Shop phục vụ rất kém Shop phục vụ rất kém Shop phục vụ rất kém Shop phục vụ rất kém Shop phục vụ rất kém Shop phục vụ rất kém Shop phục vụ rất kém,0,chất_lượng sản_phẩm kém shop phục_vụ kém shop phục_vụ kém shop phục_vụ kém shop phục_vụ kém shop phục_vụ kém shop phục_vụ kém shop phục_vụ kém shop phục_vụ kém shop phục_vụ kém shop phục_vụ kém shop phục_vụ kém shop phục_vụ kém
1504,Giày shop bán rất đẹp😍 vừa ý rất đáng tiền anh chị shiper rất lịch sự mà hộp đựng giày chắc do vận chuyển nên bị móp 😢 ... Sẽ tiếp tục ủng hộ shop nữa ạ 😘,1,giày shop bán đẹp tiền anh_chị shiper lịch_sự hộp đựng giày vận_chuyển nên móp ủng_hộ shop
1505,vòi phun nước bên trái bị lỗi không sử dụng được. vòi bên phải dùng không ổn định lúc được lúc không. nói chung khá buồn về chất lượng sp. k biết có đổi đc k?,0,vòi phun trái lỗi không được vòi phải dùng không ổn_định được không buồn về chất_lượng sản_phẩm không biết đổi được không
1506,Kệ k đánh số không biết ghép ,1,kệ không đánh_số không biết ghép
1507,Shop nhiệt tình hàng dùng cũng được,1,shop nhiệt_tình hàng dùng được
1508,Vải mỏng.o đep dày dặn nhu hinh,1,vải mỏng không đep dày_dặn nhu hinh
1509,Cái này với cái mở khóa bằng nhận diện khuôn mặt thấy cũng hao hao. Mà sao thao tác mất nhiều thời gian quá vậy. Bật sáng màn hình - gạt 1 cái - nhìn vô  mở máy. 1 tính năng khè hàng.,0,khóa nhận_diện khuôn_mặt thấy hao hao thao_tác nhiều bật sáng màn_hình gạt 1 vô máy 1 tính_năng khè hàng
1510,Shop làm ăn kiểu gì mà ship thiếu cho khách hàng ,0,shop làm_ăn kiểu ship cho khách_hàng
1511,Son không lên màu đánh lên nhìn mặt nhợt nhạt như sắp chết. Cây son có màu xấu nhất mình từng mua trong đời.,0,son không màu đánh mặt nhợt_nhạt như chết cây son màu xấu mua đời
1512,shop bán hàng không giống mô ta bán hàng kiểu này qúa đểu,0,shop bán hàng không giống mô ta bán hàng kiểu đểu
1513,moi mua ma deo rua tay vo nuoc roi shop oi,0,moi mua ma đéo rua vo nuoc rồi shop
1514,Chuối siêu ngon sạch sẽ lắm nha.,1,chuối siêu ngon sạch_sẽ lắm
1515,tiki ơi sao sách em mua trên này lại ko có mã vậy nó chỉ in thôi ko có mã khai báo sách chính hãng,0,tiki sách mua trên không mã chỉ in không mã khai_báo sách chính hãng
1516,Moi dung thi OKko biet sau nay se the nao.ung ho ban 5*.,1,moi dung thi okko biet se the nao_ung ho ban 5
1517, Chất lượng sản phẩm tuyệt vời màu  215 với  giá  188k rất  oke Đóng gói sản phẩm rất đẹp và chắc chắn,1,chất_lượng sản_phẩm tuyệt_vời màu 215 giá 188 k được đóng_gói sản_phẩm đẹp
1518, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền. Chia đều mỗi loại. Bh shop bán bn để e mua thêm 100c nữa shop ơiii,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tốt tiền chia shop bán bn mua thêm 100 c shop ơiii
1519,Ấn tượng đầu tiên là chai 10ml nên rất nhỏ. Tuy nhiên thiết kế màu xanh đậm nhìn rất thiên nhiên. Tiki gói hàng kĩ nhưng Serum vẫn thoát ra mùi trà rất thơm điều này làm mình tin vào chất lượng sản phẩm nhất! Mình dùng thêm vào các loại mặt nạ tự làm mùi hương dễ chịu và diệt khuẩn hơn.So với giá đã giảm thì giá vậy là ổn không quá đắt nhưng thực sự chưa là rẻ khi đã giảm gần 50% @.@ mỗi lần dùng hay bị tràn ra miệng chai phải lấy cẩn thận thì mới tiết kiệm được,0,ấn_tượng chai 10 ml nên thiết_kế màu xanh đậm thiên_nhiên tiki gói hàng kĩ serum thoát mùi trà thơm điều chất_lượng sản_phẩm dùng thêm mặt ạ tự mùi hương dễ_chịu diệt khuẩn hơn giá giá ổn không đắt rẻ 50 lần dùng tràn miệng chai phải cẩn_thận tiết_kiệm được
1520, Đóng gói sản phẩm rất đẹp và chắc chắngiao hàng hơi lâunhưng em rất thích,1,đóng_gói sản_phẩm đẹp chắngiao hàng hơi lâunhưng thích
1521,Lúc đầu mình còn có thể mở để copy file nhưng sang hôm sau thì mở không được  cứ bảo phải format mới cho mở mà bấm format thì bảo không thể format. Tiki giúp mình với mình mới mua hôm thứ 7. Bây giờ mất hết tài liệu của mình. Mong Tiki liên hệ với mình để giúp mình về vấn đề này.,0,đầu copy file hôm không được bảo phải format cho bấm format bảo format tiki giúp mua hôm 7 hết tài_liệu mong tiki liên_hệ giúp về
1522,Đh rất nhẹ ,1,đại_học nhẹ
1523,Đặt hồng giao xanh. Bó tay!😑,0,đặt hồng giao xanh bó_tay
1524, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chị chủ shop dễ thương Còn được tặng quà,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp shop phục_vụ tốt chủ shop dễ_thương được tặng quà
1525,Sách rất hay thú vị. Cách phục vụ của Tiki cũng rất chuyên nghiệp nhưng không hiểu sao sách lại bị mất mấy trang từ 129 đến 136.,0,sách thú_vị phục_vụ tiki chuyên_nghiệp không sách mấy trang 129 136
1526, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp  Rất đáng tiền Shop phục vụ rất tốt,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp tiền shop phục_vụ tốt
1527, Đóng gói sản phẩm rất đẹp và chắc chắn  Shop phục vụ rất tốt. Spham chưa dùng nên chưa pit tnao nhưng nhìn chung la khá tốt,1,đóng_gói sản_phẩm đẹp shop phục_vụ tốt spham dùng nên pit la tốt
1528, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. Mà ko biết sao giao hàng lâu quá mình đặt hàng từ 11 mà tới 17 mới nhận được :(,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp không biết giao hàng lâu đặt_hàng 11 17 được
1529,Quá đẹp cho một cuộc tình ,1,đẹp cho một tình
1530,hàng nước sơn bị rĩ sắt. dỡ,0,hàng sơn rĩ sắt dỡ
1531,Sách rất đáng đồng tiền bát gạo. Đẹp từ chất lượng tới nội dung nhưng tôi phê bình nghiêm khắc việc giao hàng hết sức chậm trễ! Luôn trễ hẹn mong tiki cố gắng khắc phục!,0,sách đồng_tiền bát gạo đẹp chất_lượng nội_dung phê_bình nghiêm_khắc giao hàng hết_sức chậm_trễ trễ hẹn mong tiki cố_gắng khắc_phục
1532,Giao nhầm cho mình bộ màu vàng vịt thành gấu hồng,0,giao nhầm cho màu vàng vịt thành gấu hồng
1533,Toan sản phẩm bị lỗi.không phải da thật ,0,toan sản_phẩm lỗi không phải da
1534, Đóng gói sản phẩm rất đẹp và chắc chắn.Mình rất tin tưởng sh,1,đóng_gói sản_phẩm đẹp tin_tưởng sh
1535,Sản phẩm rất tốt đóng gói rất đẹp rất hài lòng về sản phẩm,1,sản_phẩm tốt đóng_gói đẹp hài_lòng về sản_phẩm
1536,Hơi khó tháo dây nhưng ok,1,hơi tháo dây được
1537,Máy ko dùng dk... chán,0,máy không dùng được chán
1538,Mua 4 cái ki có thước ngắm shop đã liên hệ để gửi thước ngắm nhưng chưa nhận đc. Chất lượng sản phẩm tốt,1,mua 4 ki thước_ngắm shop liên_hệ gửi thước_ngắm được chất_lượng sản_phẩm tốt
1539,sp đựng trong túi ghi là khô gà lá chanh ko thấy nhãn của shop.,0,sản_phẩm đựng túi ghi khô gà lá chanh không thấy nhãn shop
1540," Thời gian giao hàng rất nhanh
Giống  hình  100‰",1,giao hàng nhanh giống hình 100 ‰
1541,Giầy rất đẹp. Êm. Thanks shop nhiều,1,giày đẹp êm thanks shop nhiều
1542,Duoc.dong hag dep.,1,duoc dong hag dep
1543, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.minh feo thay hoi chat ec doi ko shop,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp minh feo thay hoi chat ec doi không shop
1544,Mọi thứ đều rất ok ạ. Sản phẩm tốt,1,được sản_phẩm tốt
1545,Đang sử dụng dc 4ngày. Hết 1tuýp mình sẽ cho kết quả ở bl Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn,1,được 4 hết 1 tuýp cho kết_quả bl đóng_gói sản_phẩm đẹp đóng_gói sản_phẩm đẹp
1546,Ổ cứng xài nghe tiếng kêu rất nhiều. Sản phẩm này không được tốt,0,ổ_cứng xài tiếng kêu nhiều sản_phẩm không được tốt
1547,Giao hàng lâu nhân viên giao hàng không tôn trọng khách hàng,0,giao hàng lâu nhân_viên giao hàng không tôn_trọng khách_hàng
1548,dã dược doi sản phẩm khác dùng OK.. nhân viên bán hàng nhiệt tình,0,dã dược doi sản_phẩm dùng được nhân_viên bán hàng nhiệt_tình
1549,mình có mua 1 cục sạc bị chập chờn sài cap nào cũng bị cứ sáng màn dt hoài lúc tắt lúc sáng mình mún bảo hành thì phải  sao vậy shop,0,mua 1 cục sạc chập_chờn xài cap sáng màn dt hoài tắt sáng bảo_hành phải shop
1550,Chất lượng CỰC DỞMbăng dính này lõi 10mm chứ ko phải 5mm như shop quảng cáolõi nặng băng keo dày ko dínhbởcuộn 1 kg mà bé hơn hẳn so với cuộn 1kg mua của shop khác.cuộn màu đục mình mua ở đây. màu vàng mình mua chỗ khácgiao hàng cho bên vc lâu(3 ngày mới đi gửi) .TÓM LẠI KO NÊN MUA,0,chất_lượng cực dởmbăng dính lõi 10 mm không phải 5 mm như shop quảng_cáolõi băng_keo dày không dínhbởcuộn 1 không bé hơn hẳn cuộn 1 kg mua shop cuộn màu đục mua màu vàng mua chỗ khácgiao hàng cho vãi cặc lâu 3 đi gửi tóm lại không nên mua
1551,Máy kiểm tra còn chống nước nhưng không dám thử haha,1,máy kiểm_tra chống không dám thử ha_ha
1552,Giao hàng nhanh đóng gói chắc chắn chống muỗi k đc lâu,1,giao hàng nhanh đóng_gói chống muỗi không được lâu
1553,Màu truyện không cân xứng màu bìa thì đậm bên trong chuyện thì màu bị ngã tím rất nhiều trang như vậy,0,màu truyện không cân_xứng màu bìa đậm màu ngã tím nhiều trang
1554,hàng k giống thật vs sản phẩm đã được đăng nghi là hàng giả,0,hàng không giống sản_phẩm được đăng nghi hàng giả
1555,Đồ đẹp giao hàng nhanh.,1,đồ đẹp giao hàng nhanh
1556,Sản phẩm giống hình đóng gói kỹ nhưng tiếc chút là giao hàng hơi lâu,1,sản_phẩm giống hình đóng_gói kỹ tiếc chút giao hàng hơi lâu
1557,không nên mua sản phẩm này .shop lừa đảo.mô tả không đúng số với sản phẩm được nhận.,0,không nên mua sản_phẩm shop lừa_đảo mô_tả không đúng sản_phẩm được
1558,"giao hàng sai màu, đã hỏi rất kỹ, xác nhận có màu tím khói rồi nhưng khi giao thì không phải, giao tím thường. 
Đây nhé thanhoi989 con đĩ mẹ của mày ngu thì im đi con chó.",0,giao hàng sai màu kỹ xác_nhận màu tím khói rồi giao không phải giao tím thanhoi989 đĩ mẹ mày ngu im đi chó
1559,Hàng dùng tạm được tuy nhiên hơi lỏng lẻo. K chắc chắn lắm.,1,hàng dùng tạm được hơi lỏng_lẻo không lắm
1560,Gói hạt nêm đến tháng 3-2018 hết hạn mà nhìn nhàu nhĩ như bị dùng lâu rồi góc trên bên phải thì bị bong tróc. Nhìn mà chán. Shop nên rút kinh nghiệm chứ đồ thế ai muốn mua nữa,0,gói hạt nêm tháng 3 2018 hết hạn nhàu nhĩ như dùng lâu rồi góc trên phải bong tróc chán shop nên rút kinh_nghiệm đồ mua
1561,Gương mini dễ thương. Shop đóng gói khá cẩn thận để tránh gương vô tình bị vỡ trong quá trình vận chuyển.,1,gương mini dễ_thương shop đóng_gói cẩn_thận gương vô_tình vỡ vận_chuyển
1562, Hàng đẹp hơn trong ảnhshop tư vấn nhiệt tình.Chất lượng sản phẩm tuyệt vời. Chúc shop buôn bán đắt nhé.,1,hàng đẹp hơn ảnhshop tư_vấn nhiệt_tình chất_lượng sản_phẩm tuyệt_vời chúc shop buôn_bán đắt
1563,Sản phẩm ko có nhãn mác. Ko biết thành phần nguyên liệu. Ko biết ngày sản xuất hạn sử dụng. Ăn chỉ thấy cay vs ngọt ko có vị thịt. ,0,sản_phẩm không nhãn_mác không biết thành_phần nguyên_liệu không biết sản_xuất hạn ăn chỉ thấy cay không vị thịt
1564,Sản phẩm kém Chất lượng sản phẩm kém,0,sản_phẩm kém chất_lượng sản_phẩm kém
1565,Sp m nhận dk k giống trong ảnh .cả quai đằng đằng sau hay tổng thể. Mặc dù nói ham của rẻ nhưng vẫn rất thất vọng.,0,sản_phẩm mày được không giống ảnh quai đằng_đằng tổng_thể mặc_dù ham rẻ thất_vọng
1566,Sản phẩm ok....hợp túi tiền,1,sản_phẩm được hợp túi_tiền
1567,Sản phẩm sao dùng lần 2 lại không ăn chỉ vậy shop? ,1,sản_phẩm dùng lần 2 không ăn chỉ shop
1568,Thời gian giao hàng rất nhanh tuy nhiên túi hơi nát nhưng ko sao đóng gói sản phẩm rất đẹp và chắc chắn !!! Shop phục vụ rất tốt !!!,0,giao hàng nhanh túi hơi nát không đóng_gói sản_phẩm đẹp shop phục_vụ tốt
1569," Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh

Máy đẹp như hình k to quá cũng k nhỏ vừa vừa. Có điều mình k hiểu mấy nút trên bảng điều khiển cho lắm.hihi",1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp giao hàng nhanh máy đẹp như hình không to không không mấy nút trên bảng điều_khiển cho lắm hi_hi
1570,Chọn sz L mà shop gửi Xl ,1,size l shop gửi xl
1571, Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Sim xai tot nha shop,1,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm đẹp sim xai tottenham shop
1572,Bôi mụn lên nhiều hơnlừa đảo,0,bôi mụn nhiều hơnlừa đảo
1573,Đế hơi cưng nhưng oke,1,đế hơi cưng được
1574,"""Sau một thời gian sử dụng AW mình thấy một số điểm chưa hài lòng: - Không đi bơi được, ngày nào mình cũng đi tập gym song đi bơi luôn... nhưng phải tháo ra rất bực mình do để trong tủ đồ công cộng sợ bị móc chộm. - Quá phụ thuộc vào iPhone... tính năng nghe gọi, nhắn tin hầu như không có tác dụng, khi mà iPhone kè kè bên mình...trừ lúc vào toilet đi ị... lúc đó có điện thoại nghe gọi là ổn nhất. - Ở VN ko sài được Apple Pay... tính năng này có cũng như ko. - Mặt AW luôn tối thui... như cái đồng hồ rụng kim... Ps: nhình chung dùng cho biết thôi.. sau một thời gian 3-4 tháng sẽ thấy nhàm chán và ko sử dụng được nhiều... tối về lại phải cắm thêm sạc. Quên là hôm sau khỏi dùng""",0,một aw thấy hài_lòng không đi bơi được đi tập gym song đi bơi phải tháo bực_mình tủ đồ công_cộng sợ móc chộm phụ_thuộc iphone tính_năng gọi nhắn_tin hầu_như không tác_dụng iphone kè_kè trừ nhà vệ_sinh đi ỉa điện_thoại gọi là ổn việt nam không xài được apple pay tính_năng như_không mặt aw tối như đồng_hồ rụng kim ps nhình dùng cho biết một 3 4 tháng thấy nhàm_chán không được nhiều tối về phải cắm thêm sạc quên hôm dùng
1575,Son màu đẹp chất lỏng,1,son màu đẹp chất_lỏng
1576,Khăn bị phai màu dùng nước hơi nóng một chút là khăn lại phai màu ra. Mới dùng thì mềm đấy nhưhg sau vài lần giặt thì cứng quèo lại. Nói chung là thất vọng,0,khăn phai màu dùng hơi nóng một_chút khăn phai màu dùng mềm đấy nhưhg lần giặc cứng_quèo thất_vọng
1577,Hộp đựng sản phẩm bị nát,1,hộp đựng sản_phẩm nát
1578,Giày thì nhìn ổn chưa đi nên chưa biết có êm kg. Mua deal 9k thì vậy là tốt rồi.,1,giày ổn đi nên biết êm không mua deal 9 k tốt rồi
1579,Dung cung on,1,dung cung trực_tuyến
1580,Nhựa mỏng yếu ớt  1 bên chân bị gãy. Liên hệ có trả lời 1 câu rồi im luôn... ko chuyên nghiệp .,0,nhựa mỏng yếu_ớt 1 chân gãy liên_hệ trả_lời 1 câu rồi im không chuyên_nghiệp
1581,"""D300+35 f1.8 là quá đủ rồi, màu sắc đẹp,auto wb chuẩn, đo sáng ko chê chỗ nào, thiếu sáng có flast cóc, pin trâu chụp cả 1.000 shots....""",1,d300 35 giả 8 đủ rồi màu_sắc_đẹp auto wb chuẩn đo sáng không chê chỗ sáng flast cóc pin trâu chụp 1 000 shots
1582,Giao hàng đúng thời gian. Nhận được cái card cảm ơn của shop thấy dễ thương :3,1,giao hàng đúng được card shop thấy dễ_thương
1583,Hình dáng ổn nhưng mùi cao su nhiều.hàng china có thể độc hại !,0,hình_dáng ổn mùi cao_su nhiều hàng china độc_hại
1584,"Hàng kém chất lượng. Ghi size xxl_140cm bé 6_7 tuổi mà về bé 3 tuổi 15kg mặc k vừa. Có chút xíu như đồ trẻ sơ sinh. Chẳng lẻ bé 6_7 tuổi chưa tới 15kg?Shop này lừa đảo khuyên mọi ngườ không nên mua về mắc công quăng bỏ phí tiền.
",0,hàng kém chất_lượng ghi size xxl 140 cm bé 6 7 về bé 3 15 kg mặc không chút_xíu như đồ trẻ sơ_sinh chẳng lẻ bé 6 7 15 kg shop lừa_đảo khuyên ngườ không nên mua về mắc công quăng bỏ phí tiền
1585,Thích lắm ! Thak Shop nhiều ! Sẽ ủng hộ thêm nhiều 😊😊😊,1,thích lắm thak shop nhiều ủng_hộ thêm nhiều
1586,Shop rất chu đáo và tận tâm nhé mình ngại huỷ đơn để đổi màu nên shop đã hỗ trợ nhiệt tình. Đây là màu vàng hồng ko phải màu trắng đâu ạ. Đồng hồ xinh cực ý mỗi tội dây dài quá phải tự đi cắt bớt mắt hiu hiu ☺️☺️,1,shop chu_đáo tận_tâm ngại_hủy_đơn đổi màu nên shop hỗ_trợ nhiệt_tình màu vàng hồng không phải màu trắng đồng_hồ xinh cực ý tội dây phải đi cắt bớt mắt hiu_hiu ️ ️
1587,sách đẹp vs đc bọc chắc chắn lắm ạ. giao hàng nhanh và anh shipper cux thân thiện quan tâm khách hàng nữa. hài long về shop. sẽ tiếp tục ủng hộ nhiều thêm nữa,1,sách đẹp được bọc lắm giao hàng nhanh shipper cux thân_thiện khách_hàng hài long về shop ủng_hộ nhiều thêm
1588,Giao sang loại gạo rau củ,0,giao gạo rau triệu
1589,Chất lượng không được như mong đợi! ,0,chất_lượng không được như mong_đợi
1590, Chất lượng sản phẩm tuyệt vời Nhưng hơi dơ 1 tí,1,chất_lượng sản_phẩm tuyệt_vời hơi dơ 1 tí
1591,Túi trữ hơi nhỏ. Còn lại tốt,1,túi trữ hơi tốt
1592, Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền. Phải dùng sp 1 thời gian mới biêt chất lượng sp.,1,đóng_gói sản_phẩm đẹp shop phục_vụ tốt shop phục_vụ tốt tiền phải dùng sản_phẩm 1 biêt chất_lượng sản_phẩm
1593, Chất lượng sản phẩm tuyệt vời rất ngon nhưng hơi cay,1,chất_lượng sản_phẩm tuyệt_vời ngon hơi cay
1594,Lưỡi quá mềm bong sơn dùng tay bẻ nhẽ đã oãi.,0,lưỡi mềm bong sơn dùng bẻ nhẽ oãi
1595,Ảnh một kiểu giao hàng về một kiểu. Quá xấu so với ảnh. Phí tiền !,0,ảnh một kiểu giao hàng về một kiểu xấu ảnh phí tiền
1596,Hàng chính hãng mà giá rẻ dã man :)) giao hàng còn siêu nhanh nữa. Nói chung là chim ưng 😘,1,hàng chính hãng giá rẻ dã_man giao hàng siêu nhanh chim ưng
1597,Shop Gửi sai cỡ giày của em rồi vui lòng nhờ shop gửi lại cho tôi,0,shop gửi sai cỡ giày rồi vui_lòng shop gửi cho
1598,k kiểm tra kỹ hàng trước khi giao dẫn đến nhầm lẫn sản phẩm. Thủ tục để hoàn rất lằng nhằng nên shop cần chú ý lúc giao,0,không kiểm_tra kỹ hàng giao nhầm_lẫn sản_phẩm thủ_tục hoàn lằng_nhằng nên shop cần chú_ý giao
1599,Bảo lấy màu trắng lại giao đen,0,bảo màu trắng giao đen
1600,Lần trước mua 1kg h.nhân bơ ăn rất ngon. Quyết định mua thêm 2kg về để dành tết mua về mở ra thì là h.nhân rang muối. Cả nhà ăn đều k thích vị này. Kêu shop đổi 15kg còn lại (vì lỡ sd 1 túi 500g r) vì shop giao k đúg hàg. Shop ok nhưng thái độ rề rà k hợp tác. Đến h chưa đổi đc luôn. Đúng ho lao,0,lần mua 1 kg nhân bơ ăn ngon quyết_định mua thêm 2 kg về để_dành tết mua về nhân rang muối nhà_ăn không thích vị kêu shop đổi 15 kg lỡ 1 túi 500 g rồi shop giao không đúng hàg shop được thái_độ rề_rà không hợp_tác đổi được đúng ho_lao
1601,Mới mua chưa xài đã sứt quai xách. Lần sau shop nhớ kiểm tra kỹ trước khi giao hàng. Mắc công khách hàng phải đem bảo hành,0,mua xài sứt quai xách lần shop kiểm_tra kỹ giao hàng mắc công khách_hàng phải đem bảo_hành
1602,Giày đẹp nhưng mang thì bị đau và rách da phía sau gót chỗ quai đeo,1,giày đẹp mang đau rách da gót chỗ quai đeo
